catalogNumber;recordNumber;organismName;scientificname;genus;subFamily;family;order;class;phylum;kingdom;locality;sector;stateProvince;country;tribu;subtribu;habitat;decimalLatitude;decimalLongitude;eventDate;species_homepage;dctermns:references;fotografia;vista;sex;comentario;recordedBy;emailautor
01-SRNP-628-DHJ94905;01-SRNP-628;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/612-i-bungalotis-i-quadratumdhj01-hesperridae;Bungalotis quadratumDHJ01;Bungalotis;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Rio Blanco Abajo;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90037;-85,37254;3/1/2001;;;01-SRNP-628-DHJ94905.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
05-SRNP-8122-DHJ340038;05-SRNP-8122;;Bungalotis quadratumDHJ02;Bungalotis;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Rio Blanco Abajo;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90037;-85,37254;12/28/2005;;;05-SRNP-8122-DHJ340038.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
05-SRNP-8122-DHJ340039;05-SRNP-8122;;Bungalotis quadratumDHJ02;Bungalotis;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Rio Blanco Abajo;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90037;-85,37254;12/28/2005;;;05-SRNP-8122-DHJ340039.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
07-SRNP-66034-DHJ384434;07-SRNP-66034;;Bungalotis quadratumDHJ02;Bungalotis;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Piedrona;Brasilia;Alajuela;Costa Rica;;;Bosque Lluvioso;11,01618;-85,35902;11/22/2007;;;07-SRNP-66034-DHJ384434.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
07-SRNP-66034-DHJ384435;07-SRNP-66034;;Bungalotis quadratumDHJ02;Bungalotis;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Piedrona;Brasilia;Alajuela;Costa Rica;;;Bosque Lluvioso;11,01618;-85,35902;11/22/2007;;;07-SRNP-66034-DHJ384435.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
95-SRNP-4956-DHJ36900;95-SRNP-4956;;Cabares potrillo;Cabares;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Laguna Escondida;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,84867;-85,63046;06/23/1995;;;95-SRNP-4956-DHJ36900.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
95-SRNP-4956-DHJ36901;95-SRNP-4956;;Cabares potrillo;Cabares;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Laguna Escondida;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,84867;-85,63046;06/23/1995;;;95-SRNP-4956-DHJ36901.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-14067-DHJ306530;04-SRNP-14067;;Calliades zeutus;Calliades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Bosque Humedo;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,85145;-85,60801;08/26/2004;;;04-SRNP-14067-DHJ306530.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-14067-DHJ306531;04-SRNP-14067;;Calliades zeutus;Calliades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Bosque Humedo;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,85145;-85,60801;08/26/2004;;;04-SRNP-14067-DHJ306531.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
07-SRNP-21844-DHJ375740;07-SRNP-21844;;Calliades zeutus;Calliades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Trigal;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,02681;-85,49547;6/11/2007;;;07-SRNP-21844-DHJ375740.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
07-SRNP-21844-DHJ375741;07-SRNP-21844;;Calliades zeutus;Calliades;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Trigal;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,02681;-85,49547;6/11/2007;;;07-SRNP-21844-DHJ375741.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
95-SRNP-7137-DHJ38562;95-SRNP-7137;;Callimormus juventus;Callimormus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion Gongora;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Seco;10,887;-85,47443;07/27/1995;;;95-SRNP-7137-DHJ38562.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
95-SRNP-7137-DHJ38563;95-SRNP-7137;;Callimormus juventus;Callimormus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion Gongora;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Seco;10,887;-85,47443;07/27/1995;;;95-SRNP-7137-DHJ38563.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
95-SRNP-7138-DHJ38560;95-SRNP-7138;;Callimormus juventus;Callimormus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion Gongora;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Seco;10,887;-85,47443;07/27/1995;;;95-SRNP-7138-DHJ38560.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
95-SRNP-7138-DHJ38561;95-SRNP-7138;;Callimormus juventus;Callimormus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion Gongora;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Seco;10,887;-85,47443;07/27/1995;;;95-SRNP-7138-DHJ38561.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
11-SRNP-72597-DHJ555036;11-SRNP-72597;;Callimormus radiola;Callimormus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Calma;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;;;11/30/2011;;;11-SRNP-72597-DHJ555036.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
11-SRNP-72597-DHJ555037;11-SRNP-72597;;Callimormus radiola;Callimormus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Calma;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;;;11/30/2011;;;11-SRNP-72597-DHJ555037.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
93-SRNP-6109-DHJ33720;93-SRNP-6109;;Callimormus saturnus;Callimormus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Casona Santa Rosa;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,83381;-85,61271;09/14/1993;;;93-SRNP-6109-DHJ33720.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
93-SRNP-6109-DHJ33721;93-SRNP-6109;;Callimormus saturnus;Callimormus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Casona Santa Rosa;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,83381;-85,61271;09/14/1993;;;93-SRNP-6109-DHJ33721.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-15020-DHJ304930;04-SRNP-15020;;Callimormus saturnus;Callimormus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Casa Potrero Grande;Sector Santa Elena;Guanacaste;Costa Rica;;;Bosque Seco;10,84918;-85,77315;10/6/2004;;;04-SRNP-15020-DHJ304930.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-15020-DHJ304931;04-SRNP-15020;;Callimormus saturnus;Callimormus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Casa Potrero Grande;Sector Santa Elena;Guanacaste;Costa Rica;;;Bosque Seco;10,84918;-85,77315;10/6/2004;;;04-SRNP-15020-DHJ304931.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-23620-DHJ306044;04-SRNP-23620;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/3532-i-calpodes-ethlius-i-hesperiidae;Calpodes ethlius;Calpodes;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Suamposa;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,02364;-85,49139;07/13/2004;;;04-SRNP-23620-DHJ306044.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-23620-DHJ306045;04-SRNP-23620;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/3532-i-calpodes-ethlius-i-hesperiidae;Calpodes ethlius;Calpodes;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Suamposa;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,02364;-85,49139;07/13/2004;;;04-SRNP-23620-DHJ306045.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-23702-DHJ306040;04-SRNP-23702;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/3532-i-calpodes-ethlius-i-hesperiidae;Calpodes ethlius;Calpodes;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Lajosa;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,03306;-85,42876;8/5/2004;;;04-SRNP-23702-DHJ306040.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-23702-DHJ306041;04-SRNP-23702;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/3532-i-calpodes-ethlius-i-hesperiidae;Calpodes ethlius;Calpodes;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Lajosa;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,03306;-85,42876;8/5/2004;;;04-SRNP-23702-DHJ306041.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
82-SRNP-324-DHJ90080;82-SRNP-324;;Camptopleura auxo;Camptopleura;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Guapote;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,8269;-85,60413;06/24/1982;;;82-SRNP-324-DHJ90080.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
82-SRNP-324-DHJ90081;82-SRNP-324;;Camptopleura auxo;Camptopleura;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Guapote;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,8269;-85,60413;06/24/1982;;;82-SRNP-324-DHJ90081.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
13-SRNP-68582-DHJ571980;13-SRNP-68582;;Camptopleura auxo;Camptopleura;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Palomo;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,96187;-85,28045;6/19/2013;;;13-SRNP-68582-DHJ571980.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
13-SRNP-68582-DHJ571981;13-SRNP-68582;;Camptopleura auxo;Camptopleura;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Palomo;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,96187;-85,28045;6/19/2013;;;13-SRNP-68582-DHJ571981.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
05-SRNP-23809-DHJ327326;05-SRNP-23809;;Camptopleura theramenes;Camptopleura;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Puertas;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,01087;-85,48817;08/26/2005;;;05-SRNP-23809-DHJ327326.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
05-SRNP-23809-DHJ327327;05-SRNP-23809;;Camptopleura theramenes;Camptopleura;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Puertas;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,01087;-85,48817;08/26/2005;;;05-SRNP-23809-DHJ327327.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
01-SRNP-11410-DHJ38004;01-SRNP-11410;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/342-i-carrhenes-calidius-i-hesperiidae;Carrhenes calidius;Carrhenes;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Tigre;Sector El Hacha;Guanacaste;Costa Rica;;;Bosque Seco;11,03172;-85,52615;10/8/2001;;;01-SRNP-11410-DHJ38004.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
01-SRNP-11410-DHJ38005;01-SRNP-11410;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/342-i-carrhenes-calidius-i-hesperiidae;Carrhenes calidius;Carrhenes;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Tigre;Sector El Hacha;Guanacaste;Costa Rica;;;Bosque Seco;11,03172;-85,52615;10/8/2001;;;01-SRNP-11410-DHJ38005.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
97-SRNP-5991-DHJ38006;97-SRNP-5991;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/342-i-carrhenes-calidius-i-hesperiidae;Carrhenes calidius;Carrhenes;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Tigre;Sector El Hacha;Guanacaste;Costa Rica;;;Bosque Seco;11,03172;-85,52615;12/16/1997;;;97-SRNP-5991-DHJ38006.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
97-SRNP-5991-DHJ38007;97-SRNP-5991;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/342-i-carrhenes-calidius-i-hesperiidae;Carrhenes calidius;Carrhenes;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Tigre;Sector El Hacha;Guanacaste;Costa Rica;;;Bosque Seco;11,03172;-85,52615;12/16/1997;;;97-SRNP-5991-DHJ38007.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
93-SRNP-6911-DHJ38012;93-SRNP-6911;;Carrhenes canescens;Carrhenes;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Area Administrativa;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,83764;-85,61871;10/15/1993;;;93-SRNP-6911-DHJ38012.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
93-SRNP-6911-DHJ38013;93-SRNP-6911;;Carrhenes canescens;Carrhenes;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Area Administrativa;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,83764;-85,61871;10/15/1993;;;93-SRNP-6911-DHJ38013.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-35287-DHJ99382;04-SRNP-35287;;Carrhenes canescens;Carrhenes;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Ponderosa;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,9146;-85,46262;03/18/2004;;;04-SRNP-35287-DHJ99382.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-35287-DHJ99383;04-SRNP-35287;;Carrhenes canescens;Carrhenes;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Ponderosa;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,9146;-85,46262;03/18/2004;;;04-SRNP-35287-DHJ99383.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
95-SRNP-6819-DHJ38000;95-SRNP-6819;;Carrhenes fuscescens;Carrhenes;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion Junquillal;Sector Junquillal;Guanacaste;Costa Rica;;;Bosque Seco;10,96767;-85,68716;07/20/1995;;;95-SRNP-6819-DHJ38000.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
95-SRNP-6819-DHJ38001;95-SRNP-6819;;Carrhenes fuscescens;Carrhenes;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion Junquillal;Sector Junquillal;Guanacaste;Costa Rica;;;Bosque Seco;10,96767;-85,68716;07/20/1995;;;95-SRNP-6819-DHJ38001.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
92-SRNP-3396-DHJ523786;92-SRNP-3396;;Carrhenes fuscescens;Carrhenes;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Cafetal;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,85827;-85,61089;7/11/1992;;;92-SRNP-3396-DHJ523786.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
92-SRNP-3396-DHJ523787;92-SRNP-3396;;Carrhenes fuscescens;Carrhenes;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Cafetal;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,85827;-85,61089;7/11/1992;;;92-SRNP-3396-DHJ523787.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
97-SRNP-1522-DHJ38008;97-SRNP-1522;;Carrhenes meridensis;Carrhenes;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion Cacao;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92691;-85,46822;7/6/1997;;;97-SRNP-1522-DHJ38008.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
97-SRNP-1522-DHJ38009;97-SRNP-1522;;Carrhenes meridensis;Carrhenes;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion Cacao;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92691;-85,46822;7/6/1997;;;97-SRNP-1522-DHJ38009.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
08-SRNP-32412-DHJ395710;08-SRNP-32412;;Carystina auriferDHJ01;Carystina;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion Pitilla;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,98931;-85,42581;9/30/2008;;;08-SRNP-32412-DHJ395710.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
08-SRNP-32412-DHJ395711;08-SRNP-32412;;Carystina auriferDHJ01;Carystina;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion Pitilla;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,98931;-85,42581;9/30/2008;;;08-SRNP-32412-DHJ395711.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
08-SRNP-41856-DHJ395706;08-SRNP-41856;;Carystina auriferDHJ01;Carystina;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Anonas;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90528;-85,27882;9/17/2008;;;08-SRNP-41856-DHJ395706.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
08-SRNP-41856-DHJ395707;08-SRNP-41856;;Carystina auriferDHJ01;Carystina;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Anonas;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90528;-85,27882;9/17/2008;;;08-SRNP-41856-DHJ395707.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
06-SRNP-65643-DHJ358730;06-SRNP-65643;;Carystina auriferDHJ02;Carystina;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Mismo;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,98758;-85,41967;12/15/2006;;;06-SRNP-65643-DHJ358730.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
06-SRNP-65643-DHJ358731;06-SRNP-65643;;Carystina auriferDHJ02;Carystina;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Mismo;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,98758;-85,41967;12/15/2006;;;06-SRNP-65643-DHJ358731.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
06-SRNP-65774-DHJ370034;06-SRNP-65774;;Carystina auriferDHJ02;Carystina;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Memos;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,98171;-85,42785;12/28/2006;;;06-SRNP-65774-DHJ370034.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
06-SRNP-65774-DHJ370035;06-SRNP-65774;;Carystina auriferDHJ02;Carystina;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Memos;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,98171;-85,42785;12/28/2006;;;06-SRNP-65774-DHJ370035.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
06-SRNP-12117-DHJ339932;06-SRNP-12117;;Carystoides basochesDHJ01;Carystoides;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Bosque San Emilio;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,84389;-85,61384;1/11/2006;;;06-SRNP-12117-DHJ339932.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
06-SRNP-12117-DHJ339933;06-SRNP-12117;;Carystoides basochesDHJ01;Carystoides;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Bosque San Emilio;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,84389;-85,61384;1/11/2006;;;06-SRNP-12117-DHJ339933.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-26095-DHJ346900;03-SRNP-26095;;Carystoides basochesDHJ01;Carystoides;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Bosque San Emilio;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,84389;-85,61384;09/25/2003;;;03-SRNP-26095-DHJ346900.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-26095-DHJ346901;03-SRNP-26095;;Carystoides basochesDHJ01;Carystoides;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Bosque San Emilio;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,84389;-85,61384;09/25/2003;;;03-SRNP-26095-DHJ346901.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-26096-DHJ91308;03-SRNP-26096;;Carystoides basochesDHJ02;Carystoides;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Bosque San Emilio;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,84389;-85,61384;09/25/2003;;;03-SRNP-26096-DHJ91308.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-26096-DHJ91309;03-SRNP-26096;;Carystoides basochesDHJ02;Carystoides;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Bosque San Emilio;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,84389;-85,61384;09/25/2003;;;03-SRNP-26096-DHJ91309.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-27084-DHJ91304;03-SRNP-27084;;Carystoides basochesDHJ02;Carystoides;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Bosque San Emilio;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,84389;-85,61384;11/5/2003;;;03-SRNP-27084-DHJ91304.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-27084-DHJ91305;03-SRNP-27084;;Carystoides basochesDHJ02;Carystoides;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Bosque San Emilio;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,84389;-85,61384;11/5/2003;;;03-SRNP-27084-DHJ91305.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
05-SRNP-977-DHJ309050;05-SRNP-977;;Carystoides Burns01;Carystoides;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Potrero Argentina;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,89021;-85,38803;3/1/2005;;;05-SRNP-977-DHJ309050.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
05-SRNP-977-DHJ309051;05-SRNP-977;;Carystoides Burns01;Carystoides;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Potrero Argentina;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,89021;-85,38803;3/1/2005;;;05-SRNP-977-DHJ309051.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
05-SRNP-980-DHJ309052;05-SRNP-980;;Carystoides Burns01;Carystoides;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Potrero Argentina;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,89021;-85,38803;3/1/2005;;;05-SRNP-980-DHJ309052.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
05-SRNP-980-DHJ309053;05-SRNP-980;;Carystoides Burns01;Carystoides;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Potrero Argentina;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,89021;-85,38803;3/1/2005;;;05-SRNP-980-DHJ309053.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
